l1,l2,l3,l4,l5,l6,l7,acc
4,3,4,4,5,3,5,9.719999999999995
3,8,3,5,5,4,8,9.78
8,8,5,6,3,3,6,9.98
3,3,8,5,5,6,6,18.600000000000005
8,3,6,8,8,4,8,10.340000000000005
6,8,8,5,6,8,4,71.6
8,6,4,5,3,4,5,10.719999999999995
8,6,8,4,4,4,8,10.660000000000004
4,8,5,8,5,6,6,83.14
5,8,3,4,8,5,5,9.58
3,4,3,3,6,6,8,9.619999999999996
5,8,5,3,3,3,6,10.340000000000005
4,4,4,8,3,6,4,10.219999999999995
5,4,3,8,4,4,8,9.719999999999995
3,8,6,6,5,3,6,9.560000000000002
3,8,3,4,6,5,5,10.260000000000002
8,8,4,8,6,8,3,10.040000000000004
6,3,5,4,3,8,5,10.98
4,5,8,8,4,8,8,67.02
3,5,3,4,3,6,5,10.340000000000005
5,6,5,5,4,5,3,10.240000000000006
4,8,6,8,5,3,6,8.819999999999995
8,5,4,8,3,5,3,10.060000000000002
5,5,5,5,4,4,6,31.520000000000003
4,8,5,5,4,5,8,61.620000000000005
6,3,5,8,8,5,8,44.14
3,4,5,8,3,3,8,9.940000000000005
4,6,5,3,8,5,6,9.840000000000003
5,3,8,6,3,3,8,10.019999999999996
3,6,8,8,4,8,5,30.259999999999998
4,5,8,5,6,3,8,10.140000000000004
4,4,3,5,6,8,4,10.499999999999998
6,5,4,5,4,6,6,55.04
3,6,6,4,3,5,3,10.260000000000002
6,3,5,5,4,4,6,9.98
3,8,4,6,8,6,6,56.919999999999995
8,3,4,8,4,6,4,9.719999999999995
5,8,8,4,6,5,8,68.06
8,4,5,4,5,3,4,9.619999999999996
3,3,8,8,6,5,6,15.72
6,8,6,3,3,5,6,10.260000000000002
3,4,3,5,4,6,6,9.660000000000002
3,6,8,6,3,4,5,10.540000000000004
4,6,5,4,4,6,5,35.6
6,8,3,5,6,6,4,10.199999999999998
6,5,4,8,6,5,3,10.780000000000001
4,8,6,3,8,3,4,9.699999999999998
8,5,8,6,4,6,4,36.160000000000004
3,8,6,5,3,4,3,10.160000000000002
8,5,6,4,6,4,6,38.72
6,4,4,8,3,4,4,9.540000000000004
5,6,6,8,4,5,5,66.46000000000001
6,8,4,6,6,8,5,77.0
4,4,8,3,8,6,6,10.18
4,4,5,8,4,3,4,9.48
3,3,5,3,4,5,4,10.060000000000002
4,8,8,4,8,8,8,67.02
3,4,8,5,4,6,8,31.499999999999993
6,3,5,3,5,4,3,9.940000000000005
5,4,4,3,5,8,6,9.899999999999999
3,4,4,4,4,4,3,10.040000000000004
5,5,4,4,3,6,5,10.199999999999998
4,3,4,4,8,5,4,10.940000000000005
3,8,4,5,8,8,3,10.319999999999997
6,8,4,5,5,5,3,9.999999999999998
6,4,4,6,5,5,4,33.28
3,6,3,4,8,4,8,9.999999999999998
8,5,3,6,8,6,8,44.599999999999994
3,4,3,4,6,8,8,9.999999999999998
8,3,3,4,8,3,6,9.999999999999998
3,8,3,6,8,5,6,8.979999999999999
6,4,6,4,6,5,6,56.86
8,3,4,4,5,8,8,12.560000000000004
6,8,5,5,8,5,6,85.44
4,4,8,3,4,8,8,9.940000000000005
4,3,4,8,4,6,4,9.699999999999998
6,6,3,6,6,8,6,42.620000000000005
6,6,6,8,6,8,4,76.52
5,5,3,6,4,5,5,10.519999999999996
6,3,8,5,5,3,6,9.619999999999996
4,8,3,8,4,5,5,10.119999999999996
4,6,6,4,5,4,4,9.58
3,6,6,6,6,8,4,33.4
4,6,3,8,4,4,4,10.18
4,8,5,8,4,5,8,63.94
3,4,4,5,5,8,8,43.34
3,5,6,5,6,5,5,59.31999999999999
6,8,3,5,6,4,4,10.060000000000002
8,6,3,6,4,4,5,9.819999999999995
4,8,3,3,8,5,3,9.840000000000003
5,4,5,5,4,3,6,9.919999999999995
3,3,3,6,5,8,8,9.319999999999995
4,5,6,4,6,4,8,27.52
3,3,3,5,8,5,8,9.360000000000001
6,8,8,6,6,5,8,90.66
6,6,5,4,5,3,8,9.899999999999999
5,4,6,4,6,6,6,57.60000000000001
5,5,4,5,8,4,6,50.3
5,5,8,8,6,6,8,90.48
6,5,8,4,4,6,6,43.32
6,4,5,5,6,6,6,77.58
8,3,4,8,5,3,5,10.299999999999997
8,4,4,4,3,3,5,9.079999999999998
3,5,6,5,5,8,8,62.480000000000004
6,5,6,4,3,5,3,10.619999999999996
3,8,8,6,4,4,6,10.140000000000004
5,4,4,4,6,4,5,10.240000000000006
4,6,5,4,6,5,4,16.979999999999997
5,8,6,6,3,5,4,10.099999999999998
6,6,3,3,3,6,8,9.719999999999995
8,6,8,5,6,3,8,10.519999999999996
5,5,8,3,4,3,6,9.499999999999996
3,5,6,3,4,8,4,9.98
6,6,8,6,4,5,6,68.9
4,3,6,6,4,8,3,10.219999999999995
4,6,6,4,8,4,5,15.400000000000002
5,3,4,4,6,5,6,9.58
8,5,8,6,5,3,8,9.940000000000005
3,3,5,3,5,5,6,9.840000000000003
4,4,6,6,8,4,5,48.28
5,4,5,3,5,6,3,9.440000000000005
6,8,4,4,8,4,5,10.760000000000003
6,4,5,5,3,6,5,9.119999999999994
6,6,4,8,5,6,8,75.7
5,4,4,8,4,4,4,10.499999999999998
3,8,3,4,5,3,4,9.999999999999998
6,3,3,4,4,6,8,9.719999999999995
3,5,5,6,8,8,5,64.64
4,3,3,6,8,6,4,9.860000000000003
3,6,6,3,5,3,6,9.440000000000005
3,5,4,8,6,5,8,53.26
4,8,5,3,5,5,4,10.340000000000005
8,3,5,5,6,8,6,46.06
3,4,6,4,6,4,5,9.760000000000002
6,6,5,8,5,3,3,9.940000000000005
8,4,6,6,3,5,6,9.619999999999996
8,3,5,8,8,6,5,43.400000000000006
5,8,3,5,5,5,8,26.839999999999996
5,5,6,5,3,5,3,10.060000000000002
4,8,8,3,4,3,5,9.860000000000003
3,8,6,4,5,6,4,10.340000000000005
5,4,3,8,8,6,8,34.519999999999996
8,4,8,6,6,4,5,55.24
4,5,6,8,8,3,6,9.860000000000003
4,8,4,3,8,3,5,10.419999999999996
8,4,4,8,5,3,5,10.18
5,6,6,8,4,3,5,9.98
8,6,6,8,3,8,6,9.599999999999998
8,3,3,4,6,6,5,10.240000000000006
3,4,8,3,8,6,5,10.419999999999996
8,8,6,8,6,6,3,9.699999999999998
5,4,8,8,5,6,3,10.119999999999996
5,8,3,4,5,4,4,10.260000000000002
6,6,8,4,6,8,8,69.34
4,8,8,8,8,3,3,10.640000000000004
3,4,6,8,5,3,8,10.419999999999996
4,5,5,8,8,5,3,9.860000000000003
3,5,5,6,5,6,8,63.75999999999999
4,5,6,6,3,6,5,9.599999999999998
3,5,6,5,3,3,5,9.940000000000005
6,3,8,6,8,8,6,47.56
4,4,8,3,6,5,5,10.299999999999997
3,8,5,5,8,8,5,64.72
8,3,6,8,4,8,5,10.48
3,6,6,8,8,6,4,29.100000000000005
6,6,8,8,8,5,4,73.74000000000001
4,8,6,4,5,5,8,62.9
4,6,3,4,4,8,8,9.940000000000005
5,5,6,8,5,5,5,83.0
8,4,3,5,3,8,3,9.840000000000003
4,8,5,8,4,4,6,29.220000000000002
6,4,8,5,5,4,8,49.8
5,4,5,3,3,3,4,10.560000000000002
3,4,3,4,3,6,3,10.299999999999997
8,4,8,3,5,5,3,9.060000000000002
6,6,3,6,3,5,4,9.960000000000003
4,8,5,5,3,4,6,10.240000000000006
8,4,8,5,5,3,4,9.519999999999996
4,4,4,5,6,4,3,10.299999999999997
3,3,4,5,4,8,6,9.379999999999999
4,4,6,5,3,6,3,9.68
3,5,3,5,3,8,8,9.299999999999997
3,3,3,8,6,8,6,9.58
8,8,5,4,6,8,6,67.0
5,3,6,4,4,3,4,10.799999999999999
4,6,4,3,6,8,6,10.540000000000004
8,8,6,8,4,4,3,10.040000000000004
8,4,4,8,6,3,6,10.540000000000004
6,8,8,5,8,6,4,72.92
4,5,8,6,4,8,5,64.17999999999999
8,5,5,5,6,5,4,67.22
4,4,5,5,5,5,6,68.48
5,4,5,8,5,6,8,77.64
8,8,3,8,6,4,8,9.819999999999995
6,8,5,6,4,4,6,37.92
8,5,4,8,3,8,3,10.319999999999997
3,8,5,8,4,3,3,9.440000000000005
4,6,4,3,8,3,5,9.899999999999999
6,3,8,8,8,8,3,9.999999999999998
4,3,4,6,6,3,3,9.660000000000002
8,8,6,5,3,6,6,9.799999999999997
8,3,8,4,6,8,6,15.780000000000005
3,5,6,3,5,3,8,10.019999999999996
8,4,6,8,5,6,6,78.88
6,3,6,8,6,6,4,10.199999999999998
5,3,8,6,8,8,3,9.540000000000004
8,3,8,6,8,5,3,9.819999999999995
4,4,6,4,8,5,4,10.719999999999995
4,5,5,5,3,4,4,9.98
5,6,6,4,3,6,3,9.919999999999995
8,4,3,3,5,5,6,10.219999999999995
3,3,5,8,3,8,5,10.260000000000002
3,5,4,5,6,8,5,51.22
4,3,6,4,4,6,4,9.98
4,3,6,4,4,4,3,10.340000000000005
8,3,8,5,6,5,6,39.6
5,4,4,4,5,5,5,36.94
5,4,8,3,6,4,5,9.660000000000002
5,8,6,5,6,8,8,86.74
6,5,4,8,6,4,3,9.099999999999998
5,4,5,3,6,6,6,9.899999999999999
6,8,6,4,8,3,3,10.499999999999998
5,6,6,5,6,6,6,86.22
6,8,3,3,3,6,6,9.999999999999998
4,4,5,5,8,8,8,75.72
6,8,8,5,5,8,4,67.54
8,5,5,5,3,4,3,9.860000000000003
4,3,8,5,8,8,5,34.34
6,5,5,6,3,6,3,9.48
4,4,5,6,3,5,4,10.719999999999995
4,3,3,6,5,6,8,9.440000000000005
5,6,6,4,3,3,5,9.78
8,5,3,6,6,3,4,10.040000000000004
5,6,6,3,8,3,5,10.619999999999996
6,8,6,6,3,4,3,9.28
3,8,4,3,5,3,6,10.099999999999998
6,6,3,3,6,5,8,10.240000000000006
5,8,6,4,3,3,3,10.060000000000002
8,5,6,5,5,8,6,82.58
8,5,5,8,8,8,8,90.86
6,8,5,5,8,6,8,86.53999999999999
3,5,4,8,8,5,3,10.099999999999998
5,5,4,6,3,6,4,10.219999999999995
4,5,5,5,3,3,5,9.660000000000002
5,8,4,5,5,6,5,71.12
8,4,6,4,5,4,6,10.18
3,8,6,4,3,8,5,9.78
6,4,6,6,4,8,3,10.460000000000003
8,5,8,8,8,5,3,9.760000000000002
8,3,6,3,5,6,6,10.280000000000001
6,6,5,4,8,8,3,10.08
8,3,4,6,4,6,5,9.899999999999999
8,3,5,8,6,4,8,11.619999999999997
4,4,6,5,3,4,3,10.219999999999995
6,4,8,4,6,5,5,49.760000000000005
8,4,5,3,3,6,4,9.540000000000004
8,6,8,5,4,8,5,65.24
6,4,6,3,5,4,3,10.48
8,4,8,4,3,6,5,9.540000000000004
6,5,6,6,5,6,4,70.66
3,5,8,8,4,3,4,10.060000000000002
3,6,4,6,6,4,4,10.040000000000004
4,5,4,8,3,6,6,9.319999999999995
8,6,5,4,8,5,4,17.220000000000002
8,5,3,8,6,3,5,9.999999999999998
8,8,4,8,8,5,8,79.0
3,4,5,5,4,3,6,9.660000000000002
5,5,8,3,8,8,5,10.58
6,3,6,4,3,6,4,10.280000000000001
8,6,6,3,5,6,5,9.98
6,6,5,3,3,4,4,10.48
4,8,4,4,5,5,5,43.02
5,6,6,6,8,4,6,72.92
3,6,8,6,5,3,4,9.299999999999997
8,5,4,4,3,4,8,10.060000000000002
3,8,4,6,3,8,3,10.460000000000003
6,6,5,6,6,6,6,88.94
4,3,4,3,5,5,6,9.78
8,5,3,4,4,4,4,9.560000000000002
3,6,3,5,5,8,3,9.499999999999996
3,4,6,5,6,4,4,9.819999999999995
5,6,3,4,8,6,6,9.48
3,8,3,5,4,8,6,9.58
8,8,3,6,6,8,4,9.440000000000005
6,8,8,3,4,4,6,9.599999999999998
6,3,4,5,6,6,5,25.619999999999997
4,8,5,5,5,5,6,77.82
3,3,4,5,5,4,3,9.879999999999999
6,8,4,8,4,4,3,10.340000000000005
3,4,5,6,8,4,8,23.0
5,3,4,5,6,4,3,10.499999999999998
4,3,5,4,6,5,8,14.439999999999998
8,6,8,6,5,5,5,84.52
6,5,5,8,6,6,5,87.32
3,8,6,8,3,3,5,9.340000000000003
8,4,3,4,3,8,3,9.840000000000003
8,6,8,5,3,6,5,10.08
4,8,4,5,5,4,5,37.12
5,6,8,4,6,8,5,67.64
3,4,4,5,6,5,4,10.119999999999996
8,3,4,8,8,6,5,27.480000000000004
8,4,3,3,6,3,8,9.440000000000005
5,4,5,6,3,3,6,9.740000000000004
6,5,6,3,5,4,5,9.799999999999997
5,4,3,4,6,4,3,9.960000000000003
8,3,6,8,8,3,3,9.260000000000002
6,5,3,3,3,3,8,9.719999999999995
8,5,3,5,8,3,8,9.540000000000004
3,8,6,8,8,5,6,67.10000000000001
6,8,4,4,4,8,4,10.140000000000004
8,5,3,8,5,6,8,39.54
5,8,6,6,6,6,5,88.84
3,5,5,8,8,4,4,9.98
4,3,5,3,5,4,6,10.799999999999999
5,8,3,8,5,6,4,10.38
4,6,8,5,5,6,3,9.660000000000002
6,3,4,3,4,5,4,9.340000000000003
8,5,6,6,3,4,8,9.499999999999996
5,8,3,8,6,4,5,10.099999999999998
8,6,4,5,8,3,3,10.860000000000003
4,4,4,5,4,5,3,10.160000000000002
4,8,4,4,5,8,5,48.9
3,3,3,4,6,5,3,9.879999999999999
3,6,3,8,5,5,5,10.18
8,5,5,5,4,6,6,66.9
4,5,3,3,3,8,4,9.099999999999998
8,3,8,5,4,3,4,9.740000000000004
5,8,5,6,5,3,6,10.140000000000004
4,8,5,8,8,3,4,10.099999999999998
8,8,6,4,8,3,4,9.499999999999996
3,4,6,5,3,5,6,10.060000000000002
5,8,6,6,3,4,3,9.760000000000002
5,6,4,6,8,3,4,10.280000000000001
3,8,3,3,3,4,3,9.78
4,5,3,3,8,6,3,10.7
8,4,6,4,8,5,8,57.60000000000001
3,6,4,5,5,6,3,9.78
6,4,4,4,6,6,3,9.640000000000004
5,5,4,6,8,3,6,10.08
8,4,8,3,4,8,8,9.960000000000003
8,5,8,5,6,4,6,69.98
6,3,3,6,4,5,6,10.040000000000004
3,5,6,5,6,4,5,27.3
8,3,8,6,3,8,3,10.319999999999997
3,8,3,6,8,6,6,9.740000000000004
3,8,3,3,4,8,6,9.899999999999999
6,3,4,5,4,8,3,10.119999999999996
5,4,3,8,3,8,6,9.98
5,4,8,6,3,5,8,9.860000000000003
4,4,8,8,8,6,4,52.04
4,3,6,6,3,5,4,9.68
3,8,8,4,6,8,5,32.720000000000006
6,3,8,5,6,3,5,9.660000000000002
8,6,6,6,5,4,6,70.52000000000001
6,3,5,5,3,6,4,10.440000000000005
8,5,5,6,5,4,3,9.940000000000005
4,5,3,6,8,5,8,28.000000000000004
5,6,6,3,5,3,8,10.040000000000004
6,8,8,4,8,3,8,9.940000000000005
8,8,6,4,6,6,6,69.56
8,6,3,8,6,4,4,9.660000000000002
5,6,4,5,8,8,8,74.98
3,8,5,8,4,5,5,30.820000000000004
4,8,6,6,3,5,6,9.68
8,5,6,4,4,5,8,37.739999999999995
4,4,8,3,3,6,8,10.7
8,3,4,8,8,8,8,40.14
8,4,6,6,5,5,4,48.24
6,6,5,4,3,8,4,10.38
6,5,8,4,5,6,6,67.42
6,6,8,5,6,6,5,84.94
5,4,3,4,8,6,3,9.879999999999999
3,5,4,5,4,8,4,10.060000000000002
5,4,6,6,8,6,8,82.80000000000001
4,5,5,3,8,3,3,9.360000000000001
5,3,5,8,6,4,3,9.919999999999995
6,4,6,4,6,6,6,58.519999999999996
6,4,3,3,8,6,6,9.399999999999997
4,5,6,6,6,5,8,86.1
3,6,6,4,8,6,4,9.619999999999996
5,5,3,8,5,3,6,9.499999999999996
5,5,3,4,3,4,8,10.799999999999999
4,3,5,4,6,4,3,10.18
6,3,6,5,3,3,5,9.079999999999998
6,3,8,6,6,6,5,39.900000000000006
3,3,8,5,3,3,8,9.940000000000005
4,5,3,4,8,3,6,10.619999999999996
4,5,6,8,6,5,5,85.8
4,3,4,5,8,5,8,25.880000000000003
6,6,5,8,4,4,4,9.960000000000003
8,4,4,8,4,8,4,9.379999999999999
8,8,5,4,4,4,4,10.240000000000006
3,6,6,5,6,5,6,61.86000000000001
5,8,3,3,4,6,5,9.360000000000001
4,4,6,5,6,8,8,75.6
4,6,4,4,6,4,8,13.019999999999998
4,6,3,3,5,6,3,10.340000000000005
6,5,6,8,8,5,8,90.64
3,6,5,3,8,8,6,9.560000000000002
8,4,5,4,6,4,5,9.999999999999998
5,5,4,4,3,6,3,10.440000000000005
4,4,6,6,5,6,4,46.46
4,3,4,3,5,3,6,9.940000000000005
6,6,5,6,6,4,5,69.44
4,3,3,6,6,8,3,9.999999999999998
3,4,6,3,5,6,6,9.740000000000004
8,6,6,3,6,5,6,13.62
4,8,6,4,4,6,8,37.0
5,8,5,5,8,5,6,83.86
5,3,5,8,5,8,3,9.760000000000002
6,3,4,8,3,4,5,10.560000000000002
5,5,4,8,4,5,4,10.599999999999998
4,8,6,8,5,4,8,68.02
6,8,3,3,5,3,3,10.299999999999997
6,4,5,5,4,6,3,10.08
5,6,3,5,6,5,8,28.059999999999995
5,8,4,4,6,3,8,9.599999999999998
6,8,8,5,6,6,4,71.28
8,4,8,4,6,8,5,56.08
3,8,5,4,4,6,6,10.219999999999995
3,6,3,6,5,4,6,9.799999999999997
5,5,3,3,8,6,4,9.68
3,8,4,3,6,8,5,9.640000000000004
3,5,5,5,4,6,3,10.160000000000002
8,5,5,3,6,5,6,14.180000000000003
5,6,4,3,3,4,5,9.78
6,6,4,4,4,8,6,28.879999999999995
4,3,6,6,4,5,5,9.360000000000001
3,5,6,3,5,8,3,10.540000000000004
4,5,8,4,3,4,3,10.099999999999998
5,4,6,4,3,6,4,9.68
6,8,5,5,3,4,3,10.040000000000004
5,3,4,8,8,6,4,10.319999999999997
6,4,3,6,4,8,4,9.879999999999999
5,8,4,5,3,8,5,10.08
8,6,5,6,4,8,4,29.94
3,3,8,3,3,5,6,9.319999999999995
6,5,3,8,5,6,8,39.839999999999996
6,3,3,5,6,4,6,9.999999999999998
3,6,8,4,3,5,5,9.840000000000003
4,6,4,8,8,6,4,48.260000000000005
4,4,3,8,3,6,8,9.640000000000004
6,4,4,3,5,5,8,10.040000000000004
8,8,5,4,4,3,5,9.799999999999997
3,8,6,4,5,5,8,31.14
5,6,4,8,4,3,5,10.18
6,6,4,5,3,4,3,10.299999999999997
8,3,4,8,8,4,4,9.319999999999995
5,4,6,4,5,5,4,10.240000000000006
6,8,6,3,3,6,3,9.999999999999998
3,4,8,8,8,3,4,10.160000000000002
3,6,3,6,6,5,5,9.879999999999999
3,4,5,8,6,5,8,54.559999999999995
8,6,4,4,6,3,5,10.599999999999998
4,4,8,6,5,4,8,49.08
5,5,8,8,6,3,5,9.140000000000004
6,3,8,4,4,6,6,10.360000000000003
6,5,4,5,8,4,4,10.340000000000005
5,8,4,8,3,8,8,9.860000000000003
8,6,8,5,8,8,5,86.86
5,3,6,6,3,3,3,9.860000000000003
6,3,6,8,6,4,6,10.88
8,5,8,4,5,6,3,10.58
4,3,4,5,3,6,5,9.699999999999998
8,8,5,8,8,3,8,10.060000000000002
8,4,6,8,6,5,8,81.46
4,3,3,8,6,5,8,9.340000000000003
8,8,8,3,6,8,3,9.499999999999996
3,5,8,8,8,4,8,32.84
6,5,5,3,5,8,3,10.360000000000003
5,4,6,8,8,6,5,82.74000000000001
3,8,6,3,5,4,5,10.780000000000001
8,5,8,6,5,3,3,9.819999999999995
8,6,4,4,5,5,8,56.14
6,5,5,4,4,8,8,42.72
6,4,4,3,8,8,6,10.740000000000006
8,6,5,5,6,5,3,10.68
3,4,3,6,6,6,5,9.419999999999995
6,8,4,6,8,6,4,54.84
4,3,3,5,8,6,6,9.58
3,6,6,8,8,6,5,68.17999999999999
5,5,3,4,6,6,4,9.219999999999995
3,6,3,5,3,3,3,10.199999999999998
8,3,6,4,3,3,5,9.599999999999998
4,8,3,8,8,5,8,23.340000000000003
4,5,5,5,4,6,5,61.53999999999999
4,4,3,3,3,3,4,10.019999999999996
8,3,5,6,3,6,5,9.68
3,4,6,3,8,5,3,9.719999999999995
5,5,5,8,8,4,4,35.62
6,8,5,5,6,6,8,85.56
8,6,5,6,3,4,3,10.219999999999995
3,6,6,5,3,6,6,10.019999999999996
3,8,6,8,4,4,3,9.999999999999998
3,4,6,8,5,4,3,10.260000000000002
5,8,6,3,6,3,4,10.599999999999998
3,3,4,8,3,8,3,9.640000000000004
8,3,6,6,3,3,3,10.38
8,8,5,6,8,8,3,9.740000000000004
5,5,5,5,6,8,4,68.96
4,3,5,3,4,3,5,10.280000000000001
